overview,tags1,tags2,tags3,tags4
"Başarılı müzik şirketi batan David Smallbone, daha parlak bir gelecek arayışına girer ve ailesini Avustralya'dan Amerika Birleşik Devletleri'ne taşır. Olağanüstü gerçek bi hikâyeye dayanan bu filmde, altı çocukları, bavulları ve müzik sevgilerinden başka hiçbir şeyleri olmayan David (for KING + COUNTRY'den Joel Smallbone) ve hamile eşi Helen (Daisy Betts) hayatlarını tekrar kurmak üzere yola çıkarlar. Olağanüstü gerçek bi hikâyeye dayanan bu film, Helen tüm olumsuzluklara rağmen hâlâ inançlıdır ve eşi ile çocuklarını da inanmaya devam etmeleri için teşvik eder. Kendi hayallerini geri plana atan David ve Helen, ilham verici müzik tarihinin en başarılı iki sanatçısına dönüşecek çocuklarının müzik yeteneklerinin farkına varmaya başlarlar", Dram, Aile,,
"Büyükbabasının ölümünden sonra, 20 yaşındaki Alma, çocukluğunun geçtiği eve, görkemli Kanada ormanının kalbindeki küçük bir adaya geri dönmeye karar verir. Oradayken iki çaresiz yavruyu kurtarır: bir kurt ve bir aslan. Ayrılmaz bir bağ kurarlar, ancak orman bekçisi hayvanları keşfedip onları alıp götürdükçe dünyaları kısa sürede çöker. İki yavru kardeş şimdi birbirleriyle ve Alma'yla yeniden bir araya gelmek için Kanada'da tehlikeli bir yolculuğa çıkmak zorundadır",Aile, Macera, Dram,
"Mütevazı balıkçı João (Jean Reno)yaşadığı trajedinin ardından dünyadan elini eteğini çekmiştir fakat petrol sızıntısından sırılsıklam olmuş, okyanusta bir başına sürüklenen bir penguen bulduğunda ilk iç güdüsü ona yardım etmek olur. Karısının (Adriana Barraza)dehşete düşmesine rağmen bu deniz canlısını yalnızca kurtarmakla kalmaz, uçamayan bu kuşu kanatları altına alır. Penguene DinDim adını veren João, aralarında ne kadar kopmaz bir bağ geliştiğinin farkında olmasa da yıllardır ilk kez neşe duymaya başlar. DinDim aniden okyanusun uçsuz bucaksız vahşi sularında kaybolunca João arkadaşını bir daha görmenin imkânsız olduğunu düşünür. Ama binlerce kilometre ötede DinDim talihsizliklere yakalanmıştır ve GPS benzeri eşsiz güçlerini kullanarak artık evi olarak gördüğü yere giden yolu bulmakta kararlıdır", Aile, Macera, Dram,
"Aamir Khan filmde Mahavir Singh isimli güreşçi olarak karşımıza çıkıyor. Filmin yapımcılığını Disney ile Aamir Khan üstleniyor. Khan hayranlarını yine büyülüyor. Bir rol için 28 kilo alınır mı demeyin söz konusu Aamir Khan ise bu sorgulanmaz bile. Filmde bir adamın 19, 29, 55 yaşlarındaki halini ayrı ayrı canlandıran Aamir Khan’ın çalışmaları gerçekleştirirken bir antrenör eşliğinde vücut geliştirdiği biliniyor. 98 kilo ile çekimleri bitince tekrar kilo veriyor. Dangal güreş yarışması anlamına gelir, zaten Dangal film konusu da güreşmeyi bırakan bir babanın kızlarını güreşçi olarak yetiştirmesini anlatıyor. Biyografik spor dram filmidir", Dram, Aile, Komedi, Aksiyon
"Oscar ödüllü oyuncu ve yönetmen Robert Redford'un yaşanmış bir öyküden yola çıkarak çektiği bu film, babalar ve oğullarını konu alır. Sevginin varolduğu ama duyguların açığa vurulmadığı bir ailede yetişen iki erkek kardeş, Norman ve Paul, kendilerine farklı yollar çizme çabasındadırlar. Kuralcı bir din adamı olan babalarıyla çıktıkları balık avları onları doğaya yakınlaştırsa da birbirlerini tam olarak anlamalarına yardımcı olamaz. Sonunda iki genç babalarına baş kaldırır; Norman eğitimine evden uzakta bir üniversitede devam eder, Paul ise Montana'da kalır ancak içki ve kumar dolu yıkıcı bir yaşam sürer. Aradan geçen yıllar aile bağlarını zayıflatsa da, onların hikâyesindeki ipuçları hala balık avlama sanatının gizeminde yatar. Montana'da büyüleyici manzaralar eşliğinde anlatılan bu şiirsel öykü, hayatın ritmini yakalıyor. Yönetmen Redford, kendi duygularının derinliğini yansıtamayan insanların hislerini bu filmde başarıyla aktarıyor", Dram, Aile,,
"Film, Charles Dickens'ın (Dan Stevens) bir seri kitap yayınlamasının ardından bir Noel kitabı yazmaya ve kendi kendine yayınlamaya karar verişini ve karar aldıktan sonraki süreci işliyor",Dram, Komedi, Aile,
"Jack, babasının daha önceden keşfettiği altın madenini bulmak için Yukon'a gelir. Doğduğundan beri şehirde yaşayan genç çocuk, soğuk yaban hayatına alışık olmasa da ayak uydurabileceğine inanmaktadır ve babasının mektubunu da yanına alarak onun eski arkadaşı Alex Larson'u bulur, kendisini madene götürmesini ister. Yaşlı Alex, madende altın olduğuna inanmaz ve genç çocuğu madene götürmek istemez. Zira uzun, karlı bir dağ tırmanışıyla gidilen madenin yolunda aç gezen kurtlar da vardır ve Alex, Jack'in tüm bunları kaldıramayacak kadar zayıf olduğunu düşünmektedir. Genç çocuğun ısrarları sonucunda, onu madene götürmeyi kabul eden Alex vakit kaybetmeden yola çıkar",Aksiyon, Macera, Dram, Aile
"Yalnız bir ahşap oymacısı olan Geppetto tarafından yaratılan Pinokyo, her çocuk gibi dünyayı merak etmektedir. Deneme yanılma yoluyla hayatı öğrenmeye çalışan Pinokyo, iyi bir oğul olmak için çabalarken onu yoldan çıkarmaya çalışanlara karşı mücadele etmek zorunda kalır",Dram, Aile, Bilim-Kurgu,
"Bir aerobik programının yıldızı olan Elisabeth Sparkle, ilerleyen yaşı yüzünden 50. doğumgününde kovulunca yıkılır. Gizemli bir laboratuvar ona, damarlarına zerk edildiğinde kendisinin daha iyi bir versiyonunu ortaya çıkaracak mucizevi bir maddeyi kullanması önerisiyle yaklaşır. David Cronenberg, John Carpenter, David Lynch ve Michael Haneke’den esinlenen yönetmen Coralie Fargeat’ın büyük ses getiren ilk filmi İntikam’ın (2017) ardından çektiği bu çağdaş zaman eleştirisi alabildiğine stilize, zihinlerde kesinlikle iz bırakacak, zaman zaman kanlı, dehşet verici ve bazen de komik. Her yanıyla olağanüstü Demi Moore, kendi imajını da acımasızca yansıtan Elisabeth’i canlandırırken alabildiğine cesur",Korku, Bilim-Kurgu,,
"Bir çift, oğullarının doğum gününü okyanusun ortasında teknelerinde kutlamaktadır. Şiddetli bir fırtına vurur ve derinlerden aç yaratıklar getirir ve hayatta kalmak için savaşırlar",Gerilim, Macera, Aksiyon, Bilim-Kurgu
"Bir kabustan uyanan Joe, varsayılan gerçekliğine dönmeden önce derin bir nefes alır. Yüzeyde, ortalama bir adamın hayatındaki ortalama bir gün gibi görünür, ancak kız arkadaşı Ash'in Joe'ya uyarıcı bir mesaj ilettiğini duyduktan sonra işler tersine döner. Ash, kaçmayı başaran bilinmeyen bir saldırgan tarafından vurulur. Joe suçlunun peşinden gittiğinde, saldırgan ortadan kaybolur. Gerçeği bulma misyonunda olan Joe, dünyası hakkında bildiği her şeyin çok da yalan olabileceğini keşfettikçe yapabileceğinden fazlasını üstlenir",Aksiyon, Bilim-Kurgu, Gerilim,
"Paul Atreides, Arrakis gezegeni için mücadeleye devam ediyor ve Fremen halkının liderliğini üstleniyor. Paul, Harkonnen ailesinin saldırısından kurtulduktan sonra, Fremenlerle birlikte yaşamaya başlar. Fremenlerin yardımıyla, Arrakis'in kontrolüne yeniden sahip olmak ve evrenin kaderini değiştirmek için mücadele eder. Paul, Arrakis gezegeninin Fremen halkı tarafından Mesih olarak kabul edilir. Fremen'ler, Paul'ün liderliğinde Arrakis gezegenini özgürleştireceklerine ve galakside eşitlik ve adaleti sağlayacaklarına inanırlar",Bilim-Kurgu, Macera,,
"Liseli iki kafadar, 1999 yılbaşı gecesi yeni milenyumdan önceki son büyük kutlamaya katılmaya karar verirler. Saatler gece yarısını gösterdiğinde gece hayal edebileceklerinden bile daha çılgın bir hal alır", Komedi, Korku, Bilim-Kurgu,
"Genç Furiosa, dünya çökerken Nice Annelerin Yeşil Diyarı’ndan kaçırılır ve Savaş Lordu Dementus liderliğindeki büyük bir Motorcu Sürüsü'nün eline düşer. Çorak Topraklar'da ilerlerken Ölümsüz Joe'nun başkanlık ettiği Kale'ye gelirler. İki diktatör egemenlik için savaşır. Bu sırada Furiosa, eve dönüş yolunu bulmaya çalışırken birçok zorluğu aşmak zorunda kalır", Aksiyon, Bilim-Kurgu, Macera,
"Gizemli bir lider, dikey hücrelerden oluşan acımasız bir sistemde kendi kanunlarını dayatırken yeni gelen biri, şaibeli yiyecek dağıtım yöntemine karşı mücadele eder", Bilim-Kurgu, Korku, Gerilim,
"Sessiz Bir Yer: Birinci Gün (A Quiet Place: Day One) filminde, sese duyarlı varlıkların harekete geçmesini önlemek için en ufak bir ses yapmaktan kaçınan bir ailenin, durgun sessizliğin içinde çıkan bir ses sonucu hayatlarının kâbusa dönmesinin konu edildiği Sessiz Bir Yer (A Quiet Place) filminin öncesi konu ediliyor",Korku, Bilim-Kurgu, Gerilim,
"New Los Angeles Elektrik Santrali’nde bir güvenlik duvarı ihlali tespit edildi. Bu ihlal, jeneratörü dev bir robot aslana dönüştürür. Aslan bir ölüm ışını ateşleyebilir ve merkezdeki teknisyenlerin kontrol edilemeyen teknosapıklarla çığlık atmasına neden olabilir. Mark ve Agnes, savaş silahlarıyla dolu bir yer altı sığınağı keşfeder. Sığınak, Trevor ve Leena adında iki gencin yanı sıra bir aslan ortaya çıktığında cesurca kendini feda eden Albay Wilkes’e de ev sahipliği yapıyor. Film, mekanik bir aslanın ortaya çıkmasıyla karakterlerin mücadelelerini ve fedakarlıklarını anlatarak izleyiciyi aksiyon dolu bir bilimkurgu atmosferine sürüklüyor. Büyüleyici hikayeler ve görsel efektlerle dolu bir bilim kurgu deneyimi sunuyor",Aksiyon, Bilim-Kurgu,,
"Dune, kendi ailesi ve halkının geleceğini garanti altına almak için evrendeki en tehlikeli gezegene seyahat etmek zorunda olan, kavrayışının ötesinde büyük bir kaderin içine doğmuş, parlak ve yetenekli genç Paul Atreides'in hikayesini anlatıyor. Kötücül güçler, gezegenin var olan en değerli kaynağı için -insanlığın en büyük potansiyelini ortaya çıkarabilecek bir maden- çatışmaya tutuşmuşken, yalnızca korkularını yenebilenler hayatta kalacaktır",Bilim-Kurgu, Macera,,
"James Cameron'ın Pandora dünyasına geri döndüğü duygu yüklü aksiyon ve macera filmi Avatar: Suyun Yolu yeni zirvelere ulaşıyor ve saklı kalmış derinlikleri keşfediyor. İlk filmdeki olayların yaklaşık on yıl sonrasında geçen Avatar: Suyun Yolunda Sully ailesinin hikayesi, peşlerini bırakmayan sorunlar, birbirlerini korumak için yaptıkları, hayatta kalmak için verdikleri mücadeleler ve katlandıkları trajediler anlatılıyor. Tüm hikaye, izleyicilerin yeni Na'vi kültürleri ve egzotik deniz canlılarıyla tanıştıkları Pandora'nın nefes kesici atmosferinde geçiyor",Bilim-Kurgu, Macera, Aksiyon,










